revenue_category,year,power_code_code,value,mean_value
VAT on imports,2016,600000,0.08325068294705092,0.07186144249329415
VAT on imports,2017,600000,0.08310211727337234,0.07186144249329415
VAT on imports,2018,600000,0.0873591163867788,0.07186144249329415
VAT on imports,2019,600000,0.08814229901254582,0.07186144249329415
VAT on imports,2020,600000,0.07642721307097898,0.07186144249329415
VAT on imports,2021,600000,0.08538185778599641,0.07186144249329415
VAT - Domestic (Net),2004,600000,0.06399705168895319,0.10214198986882006
VAT - Domestic (Net),2005,600000,0.06351340066377002,0.10214198986882006
VAT - Domestic (Net),2006,600000,0.06555121565325141,0.10214198986882006
VAT - Domestic (Net),2007,600000,0.06975210884748341,0.10214198986882006
VAT - Domestic (Net),2008,600000,0.07428913750400666,0.10214198986882006
VAT - Domestic (Net),2009,600000,0.07695791906046087,0.10214198986882006
VAT - Domestic (Net),2010,600000,0.08372643313869613,0.10214198986882006
VAT - Domestic (Net),2011,600000,0.08703558225392778,0.10214198986882006
VAT - Domestic (Net),2012,600000,0.09692427551106639,0.10214198986882006
VAT - Domestic (Net),2013,600000,0.10235599855784783,0.10214198986882006
VAT - Domestic (Net),2014,600000,0.11392956956958958,0.10214198986882006
VAT - Domestic (Net),2015,600000,0.11485021669786159,0.10214198986882006
VAT - Domestic (Net),2016,600000,0.11613485222690992,0.10214198986882006
VAT - Domestic (Net),2017,600000,0.1242854121109777,0.10214198986882006
VAT - Domestic (Net),2018,600000,0.14334287267306697,0.10214198986882006
VAT - Domestic (Net),2019,600000,0.143879429279789,0.10214198986882006
VAT - Domestic (Net),2020,600000,0.14064388793017663,0.10214198986882006
VAT - Domestic (Net),2021,600000,0.15738645427092554,0.10214198986882006
VAT - Domestic (Net),2004,600000,0.06399705168895319,0.10214198986882006
VAT - Domestic (Net),2005,600000,0.06351340066377002,0.10214198986882006
VAT - Domestic (Net),2006,600000,0.06555121565325141,0.10214198986882006
VAT - Domestic (Net),2007,600000,0.06975210884748341,0.10214198986882006
VAT - Domestic (Net),2008,600000,0.07428913750400666,0.10214198986882006
VAT - Domestic (Net),2009,600000,0.07695791906046087,0.10214198986882006
VAT - Domestic (Net),2010,600000,0.08372643313869613,0.10214198986882006
VAT - Domestic (Net),2011,600000,0.08703558225392778,0.10214198986882006
VAT - Domestic (Net),2012,600000,0.09692427551106639,0.10214198986882006
VAT - Domestic (Net),2013,600000,0.10235599855784783,0.10214198986882006
VAT - Domestic (Net),2014,600000,0.11392956956958958,0.10214198986882006
VAT - Domestic (Net),2015,600000,0.11485021669786159,0.10214198986882006
VAT - Domestic (Net),2016,600000,0.11613485222690992,0.10214198986882006
VAT - Domestic (Net),2017,600000,0.1242854121109777,0.10214198986882006
VAT - Domestic (Net),2018,600000,0.14334287267306697,0.10214198986882006
VAT - Domestic (Net),2019,600000,0.143879429279789,0.10214198986882006
VAT - Domestic (Net),2020,600000,0.14064388793017663,0.10214198986882006
VAT - Domestic (Net),2021,600000,0.15738645427092554,0.10214198986882006
5112 Sales tax,2004,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2005,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2006,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2007,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2008,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2009,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2010,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2011,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2012,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2013,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2014,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2015,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2016,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2017,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2018,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2019,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2020,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2021,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2004,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2005,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2006,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2007,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2008,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2009,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2010,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2011,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2012,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2013,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2014,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2015,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2016,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2017,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2018,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2019,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2020,600000,0.04333717207165356,0.043337172071653565
5112 Sales tax,2021,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2004,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2005,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2006,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2007,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2008,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2009,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2010,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2011,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2012,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2013,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2014,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2015,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2016,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2017,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2018,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2019,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2020,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2021,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2004,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2005,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2006,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2007,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2008,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2009,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2010,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2011,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2012,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2013,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2014,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2015,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2016,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2017,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2018,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2019,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2020,600000,0.04333717207165356,0.043337172071653565
5113 Other (than value added and sales tax),2021,600000,0.04333717207165356,0.043337172071653565
5120 Taxes on specific goods and services,2004,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2005,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2006,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2007,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2008,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2009,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2010,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2011,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2012,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2013,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2014,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2015,600000,0.04387572888939783,0.04377551474537707
5120 Taxes on specific goods and services,2016,600000,0.04366820699583806,0.04377551474537707
5120 Taxes on specific goods and services,2017,600000,0.04860437776185387,0.04377551474537707
5120 Taxes on specific goods and services,2004,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2005,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2006,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2007,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2008,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2009,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2010,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2011,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2012,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2013,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2014,600000,0.04333717207165356,0.04377551474537707
5120 Taxes on specific goods and services,2015,600000,0.04387572888939783,0.04377551474537707
5120 Taxes on specific goods and services,2016,600000,0.04366820699583806,0.04377551474537707
5120 Taxes on specific goods and services,2017,600000,0.04860437776185387,0.04377551474537707
5130 Unallocable between 5110 and 5120,2004,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2005,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2006,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2007,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2008,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2009,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2010,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2011,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2012,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2013,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2014,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2015,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2016,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2017,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2018,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2019,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2020,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2021,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2004,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2005,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2006,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2007,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2008,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2009,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2010,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2011,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2012,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2013,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2014,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2015,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2016,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2017,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2018,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2019,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2020,600000,0.04333717207165356,0.043337172071653565
5130 Unallocable between 5110 and 5120,2021,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2004,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2005,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2006,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2007,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2008,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2009,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2010,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2011,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2012,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2013,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2014,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2015,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2016,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2017,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2018,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2019,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2020,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2021,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2004,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2005,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2006,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2007,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2008,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2009,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2010,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2011,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2012,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2013,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2014,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2015,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2016,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2017,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2018,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2019,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2020,600000,0.04333717207165356,0.043337172071653565
5200 Taxes on use of goods and perform activities,2021,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2004,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2005,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2006,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2007,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2008,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2009,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2010,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2011,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2012,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2013,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2014,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2015,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2016,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2017,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2018,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2019,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2020,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2021,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2004,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2005,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2006,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2007,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2008,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2009,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2010,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2011,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2012,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2013,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2014,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2015,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2016,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2017,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2018,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2019,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2020,600000,0.04333717207165356,0.043337172071653565
5300 Unallocable between 5100 and 5200,2021,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2004,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2005,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2006,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2007,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2008,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2009,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2010,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2011,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2012,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2013,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2014,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2015,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2016,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2017,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2018,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2019,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2020,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2021,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2004,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2005,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2006,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2007,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2008,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2009,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2010,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2011,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2012,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2013,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2014,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2015,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2016,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2017,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2018,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2019,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2020,600000,0.04333717207165356,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2021,600000,0.04333717207165356,0.043337172071653565
Total tax revenues not including social security contributions,2004,600000,0.11566350249951368,0.25911683682628517
Total tax revenues not including social security contributions,2005,600000,0.11646608717219664,0.25911683682628517
Total tax revenues not including social security contributions,2006,600000,0.12053876683990158,0.25911683682628517
Total tax revenues not including social security contributions,2007,600000,0.13517411086869663,0.25911683682628517
Total tax revenues not including social security contributions,2008,600000,0.1544245917944343,0.25911683682628517
Total tax revenues not including social security contributions,2009,600000,0.173108062900636,0.25911683682628517
Total tax revenues not including social security contributions,2010,600000,0.18998759369113438,0.25911683682628517
Total tax revenues not including social security contributions,2011,600000,0.2130764295633189,0.25911683682628517
Total tax revenues not including social security contributions,2012,600000,0.22031919367493263,0.25911683682628517
Total tax revenues not including social security contributions,2013,600000,0.26445459996029574,0.25911683682628517
Total tax revenues not including social security contributions,2014,600000,0.30247971160957476,0.25911683682628517
Total tax revenues not including social security contributions,2015,600000,0.33698030142179997,0.25911683682628517
Total tax revenues not including social security contributions,2016,600000,0.34310909800983996,0.25911683682628517
Total tax revenues not including social security contributions,2017,600000,0.34812067673139513,0.25911683682628517
Total tax revenues not including social security contributions,2018,600000,0.40782257528169213,0.25911683682628517
Total tax revenues not including social security contributions,2019,600000,0.4057624079340369,0.25911683682628517
Total tax revenues not including social security contributions,2020,600000,0.3819162921688237,0.25911683682628517
Total tax revenues not including social security contributions,2021,600000,0.43469906075090914,0.25911683682628517
Total tax revenues not including social security contributions,2004,600000,0.11566350249951368,0.25911683682628517
Total tax revenues not including social security contributions,2005,600000,0.11646608717219664,0.25911683682628517
Total tax revenues not including social security contributions,2006,600000,0.12053876683990158,0.25911683682628517
Total tax revenues not including social security contributions,2007,600000,0.13517411086869663,0.25911683682628517
Total tax revenues not including social security contributions,2008,600000,0.1544245917944343,0.25911683682628517
Total tax revenues not including social security contributions,2009,600000,0.173108062900636,0.25911683682628517
Total tax revenues not including social security contributions,2010,600000,0.18998759369113438,0.25911683682628517
Total tax revenues not including social security contributions,2011,600000,0.2130764295633189,0.25911683682628517
Total tax revenues not including social security contributions,2012,600000,0.22031919367493263,0.25911683682628517
Total tax revenues not including social security contributions,2013,600000,0.26445459996029574,0.25911683682628517
Total tax revenues not including social security contributions,2014,600000,0.30247971160957476,0.25911683682628517
Total tax revenues not including social security contributions,2015,600000,0.33698030142179997,0.25911683682628517
Total tax revenues not including social security contributions,2016,600000,0.34310909800983996,0.25911683682628517
Total tax revenues not including social security contributions,2017,600000,0.34812067673139513,0.25911683682628517
Total tax revenues not including social security contributions,2018,600000,0.40782257528169213,0.25911683682628517
Total tax revenues not including social security contributions,2019,600000,0.4057624079340369,0.25911683682628517
Total tax revenues not including social security contributions,2020,600000,0.3819162921688237,0.25911683682628517
Total tax revenues not including social security contributions,2021,600000,0.43469906075090914,0.25911683682628517
Total non-tax revenue,2004,600000,0.1710966506966485,0.4092446308641117
Total non-tax revenue,2005,600000,0.19209286579734158,0.4092446308641117
Total non-tax revenue,2006,600000,0.2833704955872844,0.4092446308641117
Total non-tax revenue,2007,600000,0.290333730208537,0.4092446308641117
Total non-tax revenue,2008,600000,0.3463051351917627,0.4092446308641117
Total non-tax revenue,2009,600000,0.35940751749309546,0.4092446308641117
Total non-tax revenue,2010,600000,0.32675807297669895,0.4092446308641117
Total non-tax revenue,2011,600000,0.32235060798914283,0.4092446308641117
Total non-tax revenue,2012,600000,0.4923290407137952,0.4092446308641117
Total non-tax revenue,2013,600000,0.4768519078762808,0.4092446308641117
Total non-tax revenue,2014,600000,0.5019300536206569,0.4092446308641117
Total non-tax revenue,2015,600000,0.49226853433037177,0.4092446308641117
Total non-tax revenue,2016,600000,0.4162633157798147,0.4092446308641117
Total non-tax revenue,2017,600000,0.4827484799646362,0.4092446308641117
Total non-tax revenue,2018,600000,0.4779268212796449,0.4092446308641117
Total non-tax revenue,2019,600000,0.4898382279330468,0.4092446308641117
Total non-tax revenue,2020,600000,0.6358937867945067,0.4092446308641117
Total non-tax revenue,2021,600000,0.6086381113207442,0.4092446308641117
Total non-tax revenue,2004,600000,0.1710966506966485,0.4092446308641117
Total non-tax revenue,2005,600000,0.19209286579734158,0.4092446308641117
Total non-tax revenue,2006,600000,0.2833704955872844,0.4092446308641117
Total non-tax revenue,2007,600000,0.290333730208537,0.4092446308641117
Total non-tax revenue,2008,600000,0.3463051351917627,0.4092446308641117
Total non-tax revenue,2009,600000,0.35940751749309546,0.4092446308641117
Total non-tax revenue,2010,600000,0.32675807297669895,0.4092446308641117
Total non-tax revenue,2011,600000,0.32235060798914283,0.4092446308641117
